,orig_index,f_form,def_form,voltage,vol_p_f,per_exp,grav_cap,grav_e_den,vol_e_den,f_transfer,f_cost_p_kg,def_cost_p_kg,f_cost_p_mol,def_cost_p_mol,cost_p_mol_f,log10_cost_p_mol_f,f_id,def_id,f_spacegroup,def_spacegroup,f_e_hull,def_e_hull,f_bandgap,def_bandgap,f_barrier,def_barrier,direct,products,type
727,685,LiMn2F7,LiMn2F5,3.56,61.59,8.57,214.58,763.03,2569.66,2.0,4.19,4.58,1.05,0.97,0.52,-0.28,mp-763425,mp-779085,Spacegroup object (15),Spacegroup object (15),0.02,0.03,1.05,3.00,-,-,No,LiMnF4 + MnF2,Partial
728,545,Rb2MnF5,Rb2MnF4,2.98,161.41,22.71,83.53,249.13,822.37,1.0,8258.26,8777.88,2649.79,2649.75,2649.79,3.42,mp-555014,mp-1206523,Spacegroup object (123),Spacegroup object (139),0.00,0.00,0.96,3.02,0.94,-,No,Rb2MnF6 + Rb2MnF4,Partial
729,259,CaH2F4,CaH2,1.34,19.20,115.22,907.85,1216.12,3105.45,4.0,2.09,2.24,0.25,0.09,0.06,-1.21,mp-1104135,mp-23713,Spacegroup object (70),Spacegroup object (62),0.00,0.00,7.65,3.03,6.42,-,No,CaF2 + 2 H,Complete
730,548,SrCrF6,SrCrF5,4.83,106.25,4.42,105.68,510.58,2023.63,1.0,5.11,5.36,1.30,1.26,1.30,0.11,mp-554332,mp-1209037,Spacegroup object (166),Spacegroup object (79),0.00,0.01,0.00,3.03,3.83,-,No,CrF4 + SrF2,Partial
731,448,MnZnF6,MnZnF4,3.82,53.54,49.77,228.74,873.64,3175.02,2.0,2.12,2.14,0.50,0.42,0.25,-0.61,mp-1386276,mp-1931566,Spacegroup object (148),Spacegroup object (5),0.00,0.07,2.35,3.03,-,-,No,MnF3 + ZnF2,Partial
732,717,MnZnF5,MnZnF4,3.51,95.25,33.24,124.46,437.00,1640.49,1.0,2.13,2.14,0.46,0.42,0.46,-0.34,mp-1394801,mp-1931566,Spacegroup object (15),Spacegroup object (5),0.03,0.07,0.04,3.03,-,-,No,MnF3 + ZnF2,Partial
733,396,Li5FeO4F,Li5FeO4,3.21,112.57,12.33,154.43,495.70,1269.00,1.0,17.11,18.97,2.97,2.93,2.97,0.47,mp-1177116,mp-19511,Spacegroup object (4),Spacegroup object (61),0.06,0.00,0.73,3.05,1.11,-,No,Li5FeO4 + Li2FeO3 + LiO + 2 LiF,Complete
734,560,ZnSnF6,ZnSnF4,2.56,57.82,35.73,179.81,460.79,1972.62,2.0,8.77,9.76,2.62,2.54,1.31,0.12,mp-13903,mp-1386624,Spacegroup object (148),Spacegroup object (1),0.00,0.02,3.71,3.06,1.47,-,No,Sn3F8 + 3 ZnF2,Partial
735,443,LiFeF6,LiFeF3,4.71,32.64,67.35,454.84,2142.38,6423.17,3.0,4.71,5.99,0.83,0.72,0.28,-0.56,mp-1222351,mp-777522,Spacegroup object (102),Spacegroup object (36),0.00,0.02,1.26,3.07,-,1.14,No,LiFe2F6 + LiF,Partial
736,644,LiFeF4,LiFeF3,2.90,83.46,42.65,193.12,560.84,1548.63,1.0,5.45,5.99,0.76,0.72,0.76,-0.12,mp-776264,mp-777522,Spacegroup object (15),Spacegroup object (36),0.00,0.02,3.24,3.07,0.52,0.52,No,LiFe2F6 + LiF,Partial
737,649,LiFeF5,LiFeF3,4.27,43.96,50.28,339.74,1449.79,4320.10,2.0,5.03,5.99,0.79,0.72,0.40,-0.40,mp-755653,mp-777522,Spacegroup object (15),Spacegroup object (36),0.01,0.02,0.29,3.07,-,0.71,No,LiFe2F6 + LiF,Partial
738,408,VSO4F3,VSO4,3.49,52.29,109.21,394.14,1375.64,2970.34,3.0,92.02,126.92,18.77,18.66,6.26,0.80,mp-768093,mp-755951,Spacegroup object (60),Spacegroup object (62),0.07,0.07,0.63,3.11,0.58,-,No,VSO5 + 0.0625 VS4 + 0.1875 VF3,Complete
739,635,Ba7Fe7F34,BaFeF4,2.69,128.97,14.15,80.48,216.72,929.28,6.0,0.86,0.79,1.71,0.21,0.29,-0.54,mp-1214486,mp-554451,Spacegroup object (12),Spacegroup object (36),0.00,0.00,1.92,3.15,-,2.01,No,BaFeF5 + 0.1667 FeF2 + 0.1667 BaF2,Partial
740,670,Li3V2F12,Li3V2F9,3.34,93.05,71.75,229.28,765.60,1597.06,3.0,112.60,134.06,39.49,39.37,13.16,1.12,mp-760783,mp-767772,Spacegroup object (14),Spacegroup object (158),0.01,0.05,0.25,3.17,-,-,No,Li2VF6 + LiVF4,Partial
741,350,Li4VP2(O4F)2,Li4V(PO4)2,2.12,93.57,17.03,174.80,370.77,1008.81,2.0,69.22,78.72,21.23,21.15,10.61,1.03,mp-782668,mp-753500,Spacegroup object (7),Spacegroup object (2),0.03,0.05,1.58,3.21,-,-,No,LiVPO4F + Li3PO4,Complete
742,663,LiFe2F7,LiFe2F5,2.93,61.69,23.33,213.03,623.92,2112.96,2.0,3.55,3.83,0.89,0.82,0.45,-0.35,mp-776692,mp-776764,Spacegroup object (14),Spacegroup object (1),0.01,0.04,3.08,3.22,1.38,-,No,LiFe2F6,Partial
743,804,Li3Mn2F9,Li3Mn2F7,3.68,93.87,30.26,177.68,653.21,1743.08,2.0,7.57,8.37,2.28,2.21,1.14,0.06,mp-754135,mp-764189,Spacegroup object (1),Spacegroup object (9),0.07,0.05,1.79,3.23,-,-,No,LiMnF4 + 0.5 LiF,Partial
744,648,LiFeF5,LiFeF4,5.63,87.92,5.35,169.87,956.49,2850.14,1.0,5.03,5.45,0.79,0.76,0.79,-0.10,mp-755653,mp-776264,Spacegroup object (15),Spacegroup object (15),0.01,0.00,0.29,3.24,-,1.59,No,LiFeF4 + LiFeF6,Partial
745,335,Se(OF)2,SeO2,4.10,50.21,103.39,359.86,1475.61,3634.56,2.0,11.89,15.27,1.77,1.69,0.89,-0.05,mp-1208982,mp-726,Spacegroup object (92),Spacegroup object (135),0.02,0.00,3.23,3.29,1.35,-,No,Se2O5 + SeOF2,Complete
746,660,SbOF3,SbOF,3.34,45.71,71.10,275.23,917.95,3247.30,2.0,4.22,4.76,0.82,0.75,0.41,-0.39,mp-757111,mp-561533,Spacegroup object (2),Spacegroup object (61),0.01,0.00,2.52,3.32,-,0.23,No,Sb3O2F5 + SbO2,Partial
747,672,Li4VF7,Li4VF6,1.27,151.62,31.94,126.60,160.91,373.07,1.0,100.29,109.98,21.23,21.19,21.23,1.33,mp-753113,mp-857358,Spacegroup object (216),Spacegroup object (14),0.01,0.06,0.00,3.39,-,-,No,LiV2F6 + 7 LiF,Partial
748,786,Li4VF8,Li4VF6,2.60,76.89,33.82,232.36,604.59,1506.10,2.0,92.19,109.98,21.27,21.19,10.63,1.03,mp-753340,mp-857358,Spacegroup object (3),Spacegroup object (14),0.06,0.06,1.93,3.39,-,-,No,LiV2F6 + 7 LiF,Partial
749,745,SbSO2F7,SbSO2F5,3.60,102.92,27.21,168.13,604.56,1554.81,2.0,3.07,3.22,0.98,0.90,0.49,-0.31,mp-1197121,mp-560066,Spacegroup object (14),Spacegroup object (14),0.04,0.04,3.49,3.41,-,-,No,Sb2F7 + 2 S(OF)2,Partial
750,485,CsFeF4,CsFeF3,2.65,104.89,23.28,101.24,267.88,1122.79,1.0,31025.18,33423.56,8213.73,8213.70,8213.73,3.91,mp-554225,mp-555302,Spacegroup object (129),Spacegroup object (194),0.00,0.01,0.00,3.42,1.50,-,No,Cs3Fe2F9 + FeF2,Partial
751,45,KHF2,KH,1.15,28.15,21.83,686.31,787.88,1815.15,2.0,7.45,12.61,0.58,0.51,0.29,-0.54,mp-23846,mp-24084,Spacegroup object (140),Spacegroup object (225),0.00,0.00,6.97,3.43,5.75,-,No,2 H + 2 KF,Complete
752,429,CsMnF4,CsMnF3,3.14,106.99,20.23,101.58,319.32,1307.63,1.0,31132.12,33547.68,8213.81,8213.77,8213.81,3.91,mp-554411,mp-558702,Spacegroup object (85),Spacegroup object (194),0.00,0.00,1.95,3.46,-,-,No,Cs2MnF6 + MnF2,Partial
753,594,Cs2MnF5,Cs2MnF4,2.82,182.65,25.52,64.47,181.57,686.26,1.0,39513.56,41405.61,16427.40,16427.37,16427.40,4.22,mp-555223,mp-1206528,Spacegroup object (123),Spacegroup object (139),0.00,0.00,1.32,3.46,1.77,1.77,No,Cs2MnF6 + Cs2MnF4,Partial
754,394,Na2MnP2O7F3,Na2MnP2O7,3.94,69.04,31.89,242.29,955.70,2542.79,3.0,1.62,1.54,0.54,0.42,0.18,-0.75,mp-1104356,mp-1198166,Spacegroup object (1),Spacegroup object (1),0.06,0.00,0.27,3.50,-,-,No,NaPO3 + 0.375 Na5P3O10 + 1.375 MnPO4 + 0.125 Na5Mn3F14,Complete
755,554,MgCrF6,MgCrF4,3.25,53.23,44.10,281.69,916.89,2721.24,2.0,4.07,4.58,0.77,0.70,0.39,-0.41,mp-554955,mp-1045314,Spacegroup object (148),Spacegroup object (15),0.00,0.04,1.59,3.50,0.16,-,No,CrF3 + MgF2,Partial
756,738,MgCrF5,MgCrF4,2.23,88.70,20.04,156.47,348.74,1118.35,1.0,4.30,4.58,0.74,0.70,0.74,-0.13,mp-1395450,mp-1045314,Spacegroup object (15),Spacegroup object (15),0.04,0.04,3.18,3.50,-,-,No,CrF3 + MgF2,Partial
757,623,LiMnF6,LiMnF3,4.61,33.45,66.23,457.18,2106.32,6129.09,3.0,5.17,6.68,0.91,0.79,0.30,-0.52,mp-752752,mp-777355,Spacegroup object (148),Spacegroup object (56),0.00,0.02,0.00,3.52,-,-,No,LiMnF4,Partial
758,678,LiMnF5,LiMnF3,4.04,43.62,44.50,341.70,1378.81,4116.66,2.0,5.55,6.68,0.87,0.79,0.44,-0.36,mp-1176620,mp-777355,Spacegroup object (15),Spacegroup object (56),0.01,0.02,1.10,3.52,-,-,No,LiMnF4,Partial
759,755,Li2Mn2F7,LiMnF3,3.75,140.96,16.73,104.39,391.72,1184.81,1.0,6.33,6.68,1.63,0.79,1.63,0.21,mp-759600,mp-777355,Spacegroup object (14),Spacegroup object (56),0.05,0.02,0.86,3.52,-,-,No,LiMnF4 + MnF2 + LiF,Partial
760,325,ZrO2F5,ZrO2,4.03,23.40,218.11,614.11,2473.27,7660.31,5.0,16.07,26.91,3.51,3.32,0.70,-0.15,mp-1215343,mp-2858,Spacegroup object (10),Spacegroup object (14),0.01,0.00,0.29,3.53,-,-,No,2 O + ZrF4,Complete
761,706,BaCrF7,BaCrF5,5.13,68.68,31.11,166.31,853.89,3327.05,2.0,2.46,2.52,0.79,0.72,0.40,-0.40,mp-1048114,mp-541031,Spacegroup object (14),Spacegroup object (19),0.03,0.00,0.00,3.56,-,-,No,BaCrF6,Partial
762,496,Li2FeF6,Li2FeF4,4.17,50.46,28.46,291.77,1216.99,3678.94,2.0,7.69,9.17,1.41,1.34,0.71,-0.15,mp-755193,mp-849283,Spacegroup object (136),Spacegroup object (91),0.00,0.02,0.31,3.59,-,-,No,LiFe2F6 + 3 LiF,Partial
763,661,Li2FeF5,Li2FeF4,2.83,89.11,13.42,162.71,460.96,1414.99,1.0,8.34,9.17,1.37,1.34,1.37,0.14,mp-776635,mp-849283,Spacegroup object (15),Spacegroup object (91),0.01,0.02,3.66,3.59,-,-,No,LiFe2F6 + 3 LiF,Partial
764,692,CaFeF6,CaFeF5,5.84,130.21,23.64,127.68,745.79,1996.50,1.0,1.64,1.60,0.34,0.31,0.34,-0.46,mp-1404740,mp-1392416,Spacegroup object (148),Spacegroup object (15),0.02,0.00,0.00,3.60,-,-,No,CaFeF5 + F,Partial
765,547,SrCrF6,SrCrF4,3.58,53.13,15.43,211.36,756.58,2998.64,2.0,5.11,5.66,1.30,1.22,0.65,-0.19,mp-554332,mp-558281,Spacegroup object (166),Spacegroup object (140),0.00,0.00,0.00,3.61,0.54,-,No,SrF2 + CrF3,Partial
766,653,SrCrF5,SrCrF4,2.33,101.76,10.55,114.24,265.93,1018.09,1.0,5.36,5.66,1.26,1.22,1.26,0.10,mp-1209037,mp-558281,Spacegroup object (79),Spacegroup object (140),0.01,0.00,3.03,3.61,-,-,No,SrF2 + CrF3,Partial
767,731,MgFeF6,MgFeF5,5.66,108.01,19.69,138.05,781.84,2333.63,1.0,1.59,1.55,0.31,0.27,0.31,-0.51,mp-1402047,mp-1444570,Spacegroup object (148),Spacegroup object (15),0.04,0.04,0.00,3.62,-,-,No,FeF3 + F + MgF2,Partial
768,636,Li3MnF6,Li3MnF5,3.05,110.41,1.32,141.25,431.09,1230.23,1.0,10.90,11.89,2.07,2.03,2.07,0.32,mp-760028,mp-759420,Spacegroup object (15),Spacegroup object (62),0.00,0.05,1.72,3.63,-,-,No,LiMnF4 + 2 LiF,Partial
769,781,Li3MnF7,Li3MnF5,3.84,73.40,34.70,256.78,985.60,2327.33,2.0,10.09,11.89,2.11,2.03,1.05,0.02,mp-759724,mp-759420,Spacegroup object (160),Spacegroup object (62),0.05,0.05,1.28,3.63,-,-,No,LiMnF4 + 2 LiF,Partial
770,495,Li2FeF6,Li2FeF5,5.51,100.92,13.26,145.88,803.70,2429.56,1.0,7.69,8.34,1.41,1.37,1.41,0.15,mp-755193,mp-776635,Spacegroup object (136),Spacegroup object (15),0.00,0.01,0.31,3.66,-,-,No,LiFeF4 + LiFeF6 + 2 LiF,Partial
771,236,SbCl3F2,SbCl3,3.23,83.78,16.28,201.43,651.14,1717.24,2.0,2.97,3.13,0.79,0.71,0.40,-0.40,mp-29391,mp-22872,Spacegroup object (82),Spacegroup object (62),0.00,0.00,1.83,3.75,-,-,No,Sb3Cl11F4 + 0.6667 SbF3,Complete
772,26,NaHF2,NaH,1.20,24.83,76.63,864.64,1033.45,2142.03,2.0,2.37,2.95,0.15,0.07,0.07,-1.13,mp-27837,mp-23870,Spacegroup object (166),Spacegroup object (225),0.00,0.00,6.97,3.77,1.39,-,No,2 H + 2 NaF,Complete
773,791,ZnSbF6,ZnSbF5,3.39,126.22,13.79,88.99,302.12,1196.95,1.0,3.66,3.77,1.10,1.06,1.10,0.04,mp-1400400,mp-1346333,Spacegroup object (148),Spacegroup object (14),0.06,0.06,0.00,3.77,-,-,No,Sb2F7 + 2 ZnF2,Partial
774,795,Li4FeOF5,Li4FeOF4,2.43,130.03,40.38,137.73,334.60,831.50,1.0,13.03,14.22,2.54,2.50,2.54,0.40,mp-759422,mp-754592,Spacegroup object (8),Spacegroup object (87),0.07,0.07,1.55,3.85,-,0.56,No,Fe3O4 + 16 LiF + FeF2,Partial
775,533,MgSnF6,MgSnF4,2.41,58.44,33.42,208.57,503.18,1837.31,2.0,9.75,11.09,2.51,2.43,1.25,0.10,mp-1397451,mp-1411922,Spacegroup object (148),Spacegroup object (5),0.00,0.04,4.96,3.89,-,-,No,Sn3F8 + 3 MgF2,Partial
776,645,CaBiF6,CaBiF5,4.61,142.25,5.61,73.82,340.50,1442.97,1.0,4.54,4.68,1.65,1.61,1.65,0.22,mp-1387328,mp-1407843,Spacegroup object (148),Spacegroup object (15),0.01,0.07,0.04,3.95,-,-,No,BiF5 + 2 CaF2 + BiF3,Partial
777,518,Li2MnF5,Li2MnF4,3.30,89.86,10.91,163.61,540.31,1635.60,1.0,8.85,9.75,1.45,1.41,1.45,0.16,mp-556229,mp-777589,Spacegroup object (15),Spacegroup object (95),0.00,0.02,1.84,4.03,-,-,No,LiMnF4 + LiF,Partial
778,577,Li2MnF6,Li2MnF4,3.67,49.47,22.13,293.22,1077.11,3304.42,2.0,8.14,9.75,1.49,1.41,0.74,-0.13,mp-752936,mp-777589,Spacegroup object (150),Spacegroup object (95),0.00,0.02,2.98,4.03,-,-,No,LiMnF4 + LiF,Partial
779,118,NaBrF4,NaBr,3.95,22.64,65.38,599.29,2364.48,7757.06,4.0,3.20,4.08,0.57,0.42,0.14,-0.84,mp-1210052,mp-22916,Spacegroup object (140),Spacegroup object (225),0.00,0.00,2.95,4.09,-,-,No,Br + NaF,Complete
780,614,CaNiF5,CaNiF4,4.78,100.01,29.72,138.32,661.42,2127.85,1.0,5.67,6.07,1.10,1.06,1.10,0.04,mp-1376405,mp-1868908,Spacegroup object (14),Spacegroup object (140),0.00,0.07,2.21,4.22,-,-,No,CaNiF6 + NiF2 + CaF2,Partial
781,250,CsBrF4,CsBr,3.95,31.88,25.75,371.21,1464.49,5508.25,4.0,28441.74,38597.48,8214.06,8213.91,2053.52,3.31,mp-1103152,mp-571222,Spacegroup object (71),Spacegroup object (225),0.00,0.00,3.28,4.26,1.18,-,No,CsBr3 + 2 CsF,Complete
782,258,CsBrF6,CsBr,4.06,25.62,51.63,492.07,1995.72,7044.54,6.0,25135.07,38597.48,8214.14,8213.91,1369.02,3.14,mp-541226,mp-571222,Spacegroup object (148),Spacegroup object (225),0.00,0.00,3.99,4.26,-,-,No,CsBr3 + 2 CsF,Complete
783,177,BNF8,BN,4.04,16.48,525.94,1212.70,4901.38,10912.88,8.0,1.96,1.68,0.35,0.04,0.04,-1.36,mp-4674,mp-984,Spacegroup object (113),Spacegroup object (194),0.00,0.00,3.00,4.27,-,-,No,BF3 + N,Complete
784,507,CsSb2F11,CsSb2F7,3.12,65.39,32.52,183.13,572.18,2126.37,4.0,14033.61,16126.82,8215.39,8215.23,2053.85,3.31,mp-556061,mp-556583,Spacegroup object (14),Spacegroup object (15),0.00,0.00,4.21,4.30,-,-,No,CsSbF6 + SbF3,Partial
785,164,Ba(BrF4)2,BaBr2,3.94,25.00,85.88,477.40,1881.59,7016.73,8.0,2.32,2.48,1.04,0.74,0.13,-0.88,mp-1190125,mp-27456,Spacegroup object (82),Spacegroup object (62),0.00,0.00,3.23,4.37,-,-,No,BaBrF + Br,Complete
786,783,CaSbF6,CaSbF5,3.72,146.55,24.08,97.17,361.28,1129.15,1.0,3.72,3.84,1.03,0.99,1.03,0.01,mp-1445082,mp-1347935,Spacegroup object (148),Spacegroup object (14),0.06,0.01,0.00,4.52,-,-,No,Sb2F7 + 2 CaF2,Partial
787,512,Li3FeF6,Li3FeF5,2.32,110.28,5.65,140.57,325.72,935.08,1.0,10.45,11.38,1.99,1.95,1.99,0.30,mp-776627,mp-776129,Spacegroup object (15),Spacegroup object (62),0.00,0.05,3.68,4.56,-,-,No,LiFe2F6 + 5 LiF,Partial
788,681,MgBiF6,MgBiF5,4.64,131.12,13.55,77.18,357.90,1574.10,1.0,4.65,4.80,1.61,1.58,1.61,0.21,mp-1383723,mp-1323594,Spacegroup object (148),Spacegroup object (14),0.02,0.07,0.00,4.58,-,-,No,BiF5 + BiF3 + 2 MgF2,Partial
789,324,CCl3F,CCl3,3.13,136.23,30.65,195.11,609.90,1021.20,1.0,0.35,0.09,0.05,0.01,0.05,-1.32,mp-23071,mp-1214207,Spacegroup object (61),Spacegroup object (62),0.01,0.02,4.90,4.71,-,-,No,CCl4 + 0.3333 CF4,Complete
790,704,BaSbF7,BaSbF5,3.44,75.50,15.32,136.72,470.39,2028.24,2.0,2.57,2.63,1.01,0.93,0.50,-0.30,mp-1041341,mp-18099,Spacegroup object (14),Spacegroup object (57),0.02,0.00,2.63,4.75,-,-,No,BaSb2F12 + BaF2,Partial
791,793,LiBiF5,LiBiF4,5.16,109.36,34.54,86.20,444.62,2098.99,1.0,6.75,7.06,2.10,2.06,2.10,0.32,mp-752483,mp-28567,Spacegroup object (82),Spacegroup object (88),0.07,0.00,0.00,4.85,1.95,1.95,No,LiBiF6 + LiBiF4,Partial
792,705,Li4MnF7,Li4MnF6,3.36,124.72,11.82,124.26,417.94,1200.19,1.0,12.45,13.46,2.69,2.65,2.69,0.43,mp-755600,mp-831158,Spacegroup object (2),Spacegroup object (164),0.03,0.04,1.53,4.91,-,-,No,LiMnF4 + 3 LiF,Partial
793,748,Li4MnF8,Li4MnF6,3.84,75.08,34.63,228.40,877.84,2278.22,2.0,11.61,13.46,2.72,2.65,1.36,0.13,mp-756952,mp-831158,Spacegroup object (3),Spacegroup object (164),0.04,0.04,2.24,4.91,-,-,No,LiMnF4 + 3 LiF,Partial
794,71,KSO3F,KSO3,2.73,100.68,4.34,193.99,528.87,1205.20,1.0,4.00,4.32,0.55,0.51,0.55,-0.26,mp-1223405,mp-558546,Spacegroup object (62),Spacegroup object (150),0.00,0.01,5.12,5.00,-,-,No,KSO2F + K2S2O7,Complete
795,107,RbSO3F,RbSO3,2.68,109.40,6.20,145.24,388.92,1089.34,1.0,7179.34,8003.10,1324.80,1324.76,1324.80,3.12,mp-1219578,mp-3404,Spacegroup object (62),Spacegroup object (150),0.00,0.01,5.11,5.02,-,-,No,RbSO2F + Rb2S2O7,Complete
796,247,RbPH3O4F,RbPH3O4,1.60,129.37,8.59,132.38,211.24,548.95,1.0,6543.90,7221.34,1324.89,1324.85,1324.89,3.12,mp-761252,mp-1201332,Spacegroup object (33),Spacegroup object (14),0.00,0.05,5.71,5.11,1.04,-,No,H2O + 1.5 RbP(HO2)2 + 0.25 RbHF2 + 0.25 P,Complete
797,132,KPH3O4F,KPH3O4,1.59,122.78,11.68,171.70,272.37,574.98,1.0,4.10,4.39,0.64,0.60,0.64,-0.19,mp-761185,mp-1197097,Spacegroup object (14),Spacegroup object (14),0.00,0.05,5.75,5.23,-,-,No,H2O + 0.25 KHF2 + 1.5 KP(HO2)2 + 0.25 P,Complete
798,0,KPHO3F,KPHO3,1.71,102.67,6.95,194.11,331.69,740.76,1.0,4.60,5.01,0.63,0.60,0.63,-0.20,mp-758619,mp-1211912,Spacegroup object (4),Spacegroup object (2),0.00,0.04,5.18,5.31,-,-,No,K2PO3F + KPO3 + 3 KP(HO2)2 + P,Complete
799,378,Si16O32F,SiO2,6.39,977.13,29.58,27.34,174.69,291.03,1.0,0.90,0.88,0.88,0.05,0.88,-0.06,mp-1219433,mp-546794,Spacegroup object (4),Spacegroup object (122),0.05,0.00,0.19,5.86,-,-,No,SiO2 + 0.03175 O + 0.01587 SiF4,Complete
800,694,Na3ZrF8,Na3ZrF7,5.98,158.94,0.48,85.85,513.35,1674.32,1.0,12.25,12.92,3.83,3.79,3.83,0.58,mp-864745,mp-36225,Spacegroup object (139),Spacegroup object (8),0.02,0.01,0.00,5.92,-,-,No,Na5Zr2F13 + 2 F + NaF,Partial
801,24,BH4NF4,BH4N,1.61,23.39,78.16,1022.54,1642.51,3056.69,4.0,1.91,1.64,0.20,0.05,0.05,-1.30,mp-720391,mp-27341,Spacegroup object (62),Spacegroup object (57),0.00,0.04,7.48,5.94,-,-,No,BH3NF3 + H,Complete
802,765,Na3HfF8,Na3HfF7,6.50,156.05,-0.02,67.10,435.81,1852.38,1.0,403.45,423.49,161.15,161.12,161.15,2.21,mp-864765,mp-34579,Spacegroup object (139),Spacegroup object (8),0.05,0.00,0.00,6.25,-,-,No,Na3HfF7 + F,Partial
803,764,SiH6(NF3)2,SiH6(NF2)2,3.12,63.34,-0.57,304.33,950.29,2194.21,2.0,1.64,1.54,0.29,0.21,0.14,-0.84,mp-1196212,mp-643277,Spacegroup object (61),Spacegroup object (14),0.05,0.00,7.13,6.43,-,-,No,SiH8(NF3)2 + 0.3333 SiF4 + 0.6667 N,Partial
804,686,K2TbF6,K2TbF5,5.69,149.31,10.37,76.33,434.11,1695.19,1.0,301.36,318.48,105.81,105.77,105.81,2.02,mp-4377,mp-1211691,Spacegroup object (15),Spacegroup object (62),0.02,0.00,0.00,6.79,-,1.06,No,K2TbF5 + KTb2F7 + 3 KF2,Partial
805,730,KTb3F12,KTb3F10,6.14,126.06,24.87,72.06,442.64,2168.64,2.0,423.04,445.71,314.68,314.60,157.34,2.20,mp-29788,mp-17838,Spacegroup object (87),Spacegroup object (225),0.04,0.00,0.00,6.95,-,1.27,No,KTb3F10 + 2 F,Partial
806,737,CaAl2F10,CaAl2F8,5.75,95.49,35.24,188.73,1084.53,2678.28,2.0,2.01,2.01,0.57,0.49,0.28,-0.55,mp-1227363,mp-1213962,Spacegroup object (5),Spacegroup object (15),0.04,0.07,0.54,7.22,-,-,No,CaAlF5 + AlF3 + 2 F,Partial
807,758,BH3NF4,BH3NF3,3.43,82.41,7.90,258.12,884.29,1850.17,1.0,1.91,1.89,0.20,0.16,0.20,-0.70,mp-697120,mp-24160,Spacegroup object (2),Spacegroup object (61),0.05,0.00,7.56,7.72,-,-,No,BH4NF4 + 0.3333 BF3 + 0.3333 N,Partial
